Name,Description,URL
swifty-marvel,A SwiftUI app to showcase my iOS development skills ( Clean Architecture  + MVVM + CoreData + Swinject + Async Await + Unit Testing + Arkana + Mockingbird + CI Pipeline ),https://github.com/mohanedy/swifty-marvel
openwrt_x86,自编译OpenWrt x86固件  提供vhdx和vmdk格式的固件 对虚拟机支持良好 内置ZeroTier、PassWall、AdGuardHome、迅雷快鸟、UU加速器、FRP、解锁网易云灰色、KMS等优质插件，稳定流畅。,https://github.com/jiajiaxd/openwrt_x86
deploy-to-vercel-action,🎬▲ Deploy your project to Vercel using GitHub Actions. Supports PR previews and GitHub deployments.,https://github.com/BetaHuhn/deploy-to-vercel-action
CloudCaptain,Welcome to CloudCaptain, your one-stop-shop for all things cloud-related!,https://github.com/nomadicmehul/CloudCaptain
misspell-fixer-action,📝Automatically fixes typos and mistakes in your source code and docs!,https://github.com/sobolevn/misspell-fixer-action
actions-sms,Send an SMS through GitHub Actions,https://github.com/twilio-labs/actions-sms
sonarqube-action,Integrate SonarQube scanner to GitHub Actions,https://github.com/kitabisa/sonarqube-action
arxiv-daily,🎓 Automatically Update Some Fields Papers Daily using Github Actions (Update Every 12th hours),https://github.com/beiyuouo/arxiv-daily
jest-github-action,Jest action adding checks with annotations to your pull requests and coverage table as comments,https://github.com/mattallty/jest-github-action
gobenchdata,📉 Run Go benchmarks, publish results to an interactive web app, and check for performance regressions in your pull requests,https://github.com/bobheadxi/gobenchdata
pipeline.nvim,See status of ci/cd pipeline runs directly in neovim. Currently supports GitHub Actions and GitLab CI.,https://github.com/topaxi/pipeline.nvim
zillacode,Open Source LeetCode for PySpark, Spark, Pandas and DBT/Snowflake,https://github.com/davidzajac1/zillacode
setup-helm,Github Action for installing Helm,https://github.com/Azure/setup-helm
gale,GitHub Action Local Executor,https://github.com/aweris/gale
aws-ecr-action,This Action allows you to create Docker images and push into a ECR repository.,https://github.com/kciter/aws-ecr-action
ghaction-github-labeler,GitHub Action to manage labels on GitHub,https://github.com/crazy-max/ghaction-github-labeler
setup-packer,Run HashiCorp Packer as part of your GitHub Actions Workflow,https://github.com/hashicorp/setup-packer
python-collab-template,🛠 Python project template with unit tests, code coverage, linting, type checking, Makefile wrapper, and GitHub Actions.,https://github.com/eugeneyan/python-collab-template
AzurePipelinesToGitHubActionsConverter,Convert Azure Pipelines YAML to GitHub Actions YAML,https://github.com/samsmithnz/AzurePipelinesToGitHubActionsConverter
skunk-html,Markdown Blog with GitHub Pages. Easy setup!,https://github.com/MaxGripe/skunk-html
github-stats-box,📌 Update a gist to contain your GitHub stats,https://github.com/bokub/github-stats-box
myshoes,Auto-scaling VirtualMachine runner 🏃  for GitHub Actions,https://github.com/whywaita/myshoes
cargo-deny-action,❌ GitHub Action for cargo-deny 🦀,https://github.com/EmbarkStudios/cargo-deny-action
markdown-to-pdf,A GitHub Action to make PDF and HTML files from Markdown,https://github.com/BaileyJM02/markdown-to-pdf
CompatHelper.jl,Automatically update the [compat] entries for your Julia package's dependencies,https://github.com/JuliaRegistries/CompatHelper.jl
poetry-publish,An action to build and publish python package to pypi (https://pypi.org/) using poetry (https://github.com/sdispater/poetry),https://github.com/JRubics/poetry-publish
action,The autofix.ci GitHub Action.,https://github.com/autofix-ci/action
docker-ros,docker-ros automatically builds development and deployment Docker images for your ROS-based repositories,https://github.com/ika-rwth-aachen/docker-ros
setup-protoc,GitHub Action to setup the protoc compiler for protocol buffers,https://github.com/arduino/setup-protoc
automatic-releases,Automated release process for `laminas/` projects, usable as github action,https://github.com/laminas/automatic-releases
maturin-action,GitHub Action to install and run a custom maturin command with built-in support for cross compilation,https://github.com/PyO3/maturin-action
Fast-Api-example,Simple asynchronous API implemented with Fast-Api framework utilizing Postgres as a Database and SqlAlchemy as ORM . GitHub Actions as CI/CD Pipeline,https://github.com/KenMwaura1/Fast-Api-example
xvfb-action,Run your tests headlessly ❌🖥️,https://github.com/GabrielBB/xvfb-action
sample-code-movies,This repository contains sample code. Its purpose being, to quickly demonstrate Android and software development in general, clean code, best practices, testing and all those other must know goodies.,https://github.com/ParaskP7/sample-code-movies
changelog-generator,GitHub Action to generate changelogs, release notes, whatever,https://github.com/metcalfc/changelog-generator
action,GitHub Action for publishing your Storybook to Chromatic,https://github.com/chromaui/action
terraform-multienv,A template for maintaining a multiple environments infrastructure with Terraform. This template includes a CI/CD process, that applies the infrastructure in an AWS account.,https://github.com/unfor19/terraform-multienv
scala-steward-action,A Github Action to launch Scala Steward in your repository,https://github.com/scala-steward-org/scala-steward-action
actions,GitHub Actions for the asdf version manager,https://github.com/asdf-vm/actions
workflow-conclusion-action,GitHub action to get workflow conclusion.,https://github.com/technote-space/workflow-conclusion-action
commit-bot,Automatically generates GitHub activity,https://github.com/theshteves/commit-bot
dagger-for-github,GitHub Action for Dagger,https://github.com/dagger/dagger-for-github
WaterDragon,WaterDragon:用GithubAction实现代理功能。红队,cve,代理池,隐匿,攻防,对抗，hackone,src,proxy,CVE-2020,CVE-2021,CVE-2022,https://github.com/sh3d0ww01f/WaterDragon
Templates,100+ DevOps Code & Config templates for Kubernetes, AWS, GCP, Terraform, Docker, Packer, Jenkins, CircleCI, GitHub Actions, Lambda, AWS CodeBuild, GCP Cloud Build, Vagrant, Puppet, Python, Bash, Go, Perl, Java, Scala, Groovy, Maven, SBT, Gradle, Make, Jenkinsfile, Makefile, Dockerfile, docker-compose.yml, Vagrantfile, M4 etc...,https://github.com/HariSekhon/Templates
repo-lockdown,GitHub Action that immediately closes and locks issues and pull requests,https://github.com/dessant/repo-lockdown
setup,GitHub Action and `curl pkgx.sh | sh`,https://github.com/pkgxdev/setup
setup-kubectl,GitHub Action for installing Kubectl,https://github.com/Azure/setup-kubectl
build-godot-action,GitHub action that builds a Godot project for multiple platforms,https://github.com/yeslayla/build-godot-action
website-to-gif,GitHub Action to turn your website into a GIF :camera:,https://github.com/PabloLec/website-to-gif
cloudflare-purge-action,🗑️ GitHub Action to purge a website's cache via the Cloudflare API,https://github.com/jakejarvis/cloudflare-purge-action
pax-react-native-starter,Next-gen react-native development monorepo starter with best in-class tools tailored for DX⚡️,https://github.com/pax-k/pax-react-native-starter
mysql-action,GitHub Action to setup a MySQL database,https://github.com/mirromutth/mysql-action
recent-activity,Add your recent activity to your profile readme!,https://github.com/Readme-Workflows/recent-activity
clang-format-lint-action,This action checks if the source code matches the .clang-format file.,https://github.com/DoozyX/clang-format-lint-action
action-pr-title,Github action to enforce Pull Request title conventions,https://github.com/deepakputhraya/action-pr-title
Daily-Bonus,签到脚本✅：v2ex、bilibili 直播、百合会、Yurifans,https://github.com/jckling/Daily-Bonus
pytorch-project-template,Deep Learning project template for PyTorch (multi-gpu training is supported),https://github.com/ryul99/pytorch-project-template
changelog-ci,Changelog CI is a GitHub Action that enables a project to automatically generate changelogs,https://github.com/saadmk11/changelog-ci
changelog-updater-action,A GitHub Action to automatically update a "Keep a Changelog" CHANGELOG with the latest release notes.,https://github.com/stefanzweifel/changelog-updater-action
PSDevOps,PowerShell Tools for DevOps,https://github.com/StartAutomating/PSDevOps
web-curriculum,subjects and project boards for Vets Who Code troops,https://github.com/Vets-Who-Code/web-curriculum
youtube-to-spotify,An automation process to convert YouTube video into audio file and uploading it to Anchor.fm podcast,https://github.com/Schroedinger-Hat/youtube-to-spotify
golang-action,A GitHub Action to run Go commands,https://github.com/cedrickring/golang-action
go-test-coverage,go-test-coverage is a tool designed to report issues when test coverage falls below a specified threshold,https://github.com/vladopajic/go-test-coverage
git-cliff-action,GitHub action to generate a changelog based on the Git history,https://github.com/orhun/git-cliff-action
slatify,Slack Notification for GitHub Actions :bell:,https://github.com/lazy-actions/slatify
action-sh-checker,A GitHub action that performs static analysis for shell scripts using shellcheck, shfmt and checkbashisms.,https://github.com/luizm/action-sh-checker
actions,A Collection of GitHub Actions,https://github.com/marvinpinto/actions
action-shopify,Deploy Shopify theme with Theme Kit on GitHub Actions,https://github.com/pgrimaud/action-shopify
changelog-action,GitHub Action to generate changelog from conventional commits,https://github.com/requarks/changelog-action
Covid-19-Tracker,Android app to track COVID-19 cases in India and globally. ,https://github.com/HariKulhari06/Covid-19-Tracker
auto-request-review,A GitHub Action that automatically requests review of a pull request based on files changes and/or groups the author belongs to 🤖,https://github.com/necojackarc/auto-request-review
actions-tagger,A meta-action to keep your action versions up-to-date :rocket:,https://github.com/Actions-R-Us/actions-tagger
Darock-Bili,BiliBili on Apple Watch,https://github.com/Darock-Studio/Darock-Bili
capistrano-deploy,Github Actions for Capistrano,https://github.com/miloserdow/capistrano-deploy
setup-typst,📑 Install Typst for use in GitHub Actions,https://github.com/typst-community/setup-typst
docker-apache-php-laravel,Docker environment required to run Laravel (based on official php and mysql docker hub repositories),https://github.com/systemsdk/docker-apache-php-laravel
github-notion-star,None,https://github.com/lcjnil/github-notion-star
Spiderpig86,:gem: Me. This is a self-updating README. Star it if you like it :),https://github.com/Spiderpig86/Spiderpig86
alls-green,A check for whether the dependency jobs are all green.,https://github.com/re-actors/alls-green
github-action-gitflow-release-workflow,Example workflows for automated releases in a GitFlow-style project using GitHub actions.,https://github.com/thomaseizinger/github-action-gitflow-release-workflow
postgresql-action,GitHub Action to setup a PostgreSQL database,https://github.com/Harmon758/postgresql-action
actions,네이버페이 프론트엔드 조직에서 만든 custom action을 모노레포로 관리하는 저장소입니다.,https://github.com/NaverPayDev/actions
terraform-code-standards,Comprehensive set of Terraform coding standards designed for enterprise-level projects,https://github.com/casa-de-vops/terraform-code-standards
ci-matters,Integration (comparison) of different continuous integration services on Android project,https://github.com/vgaidarji/ci-matters
nested-github-runners-action,GitHub Action to run multiple self-hosted runners in a hosted GitHub Runner,https://github.com/dougcalobrisi/nested-github-runners-action
elysia-kickstart, ElysiaJS boilerplate with HTMX, Tailwind, Auth.js, Drizzle, CI. Deploy in one click to Railway or Vercel Edge Functions,https://github.com/syhner/elysia-kickstart
CanadaPubSecALZ,This reference implementation is based on Cloud Adoption Framework for Azure and provides an opinionated implementation that enables ITSG-33 regulatory compliance by using NIST SP 800-53 Rev. 4 and Canada Federal PBMM Regulatory Compliance Policy Sets.,https://github.com/Azure/CanadaPubSecALZ
aws-cdk-github-oidc,CDK constructs to use OpenID Connect for authenticating your Github Action workflow with AWS IAM,https://github.com/aripalo/aws-cdk-github-oidc
Terraform-Azure,Contains Terraform code for Azure deployment - snippets, useful bits, samples, labs and more. All deployable in small instances with ready to go code. These are designed for training/learning and documentation on deployment using GitHub Actions and Terraform Cloud is included.,https://github.com/jakewalsh90/Terraform-Azure
action-deploy-wordpress,GitHub Action for deploying a WordPress site using using PHP's Deployer.org,https://github.com/rtCamp/action-deploy-wordpress
bilibili-toolman,配合 GH Actions 的哔哩哔哩创作中心 Python API / 搬运工具,https://github.com/mos9527/bilibili-toolman
playwright-ts-template,Playwright Typescript Automation testing framework Template is designed for Web (Desktop & Mobile), API, and Electron apps. Stable and Robust layer on top of Playwright with inbuilt Utilities, Linting, Logger, Web hooks, Github actions, Reports and much more,https://github.com/vasu31dev/playwright-ts-template
stethoscope,🩺 Track, visualize, and embed your health and life data — location, health, work, play, and more,https://github.com/stethoscope-js/stethoscope
gitactionboard,GitactionBoard - Ultimate Dashboard for GithubActions.,https://github.com/otto-de/gitactionboard
PortfolioFy,🔥 Dynamically Self Updating Portfolio GitHub Action,https://github.com/kaustubhgupta/PortfolioFy
oryx-with-custom-qmk,Enhance your Oryx layout with advanced QMK features like Achordion, while retaining the ability to edit it via Oryx, then build it seamlessly with GitHub Actions,https://github.com/poulainpi/oryx-with-custom-qmk
gh-get-current-pr,Github Action for getting all the details about the current Pull Request if the commit is part of one,https://github.com/8BitJonny/gh-get-current-pr
flutter_bloc_app_template,📦 A robust template for building Flutter applications using the BLoC pattern, promoting a clear separation of concerns and enhancing maintainability. Ideal for developers looking to implement scalable state management solutions.,https://github.com/ashtanko/flutter_bloc_app_template
github-actions-workflow-ts,Write Github Actions workflow files in TypeScript (compiles to YAML),https://github.com/emmanuelnk/github-actions-workflow-ts
setup-ffmpeg,Set up your GitHub Actions workflow with ffmpeg,https://github.com/federicocarboni/setup-ffmpeg
CppCMakeVcpkgTemplate,A template project to build a C++/CMake/vcpkg based projects with IDE and GitHub Actions. Build is sped up with caching of artifacts.,https://github.com/lukka/CppCMakeVcpkgTemplate
actions,Collection of linters and fixers as Github Actions - Alpha,https://github.com/bltavares/actions
jekyll-deploy-gh-pages,A GitHub Action for building a Jekyll site (with custom plugins) and deploying it back to your gh-pages branch.,https://github.com/BryanSchuetz/jekyll-deploy-gh-pages
ExampleForSCF,腾讯云SCF（云函数）、Github Actions的python脚本，用于每天自动签到，一个是吾爱破解论坛的一个是哔哩哔哩的，作为我了解SCF的示例。,https://github.com/1gcat/ExampleForSCF
pr-lint-action,:octocat: PR lint for GitHub Actions,https://github.com/seferov/pr-lint-action
webapp-template,SvelteKit x Tailwind CSS x Supabase x Turborepo (pnpm),https://github.com/usagizmo/webapp-template
infracost-gh-action,GitHub Action for Infracost. Shows cloud cost estimates for Terraform in pull requests.,https://github.com/infracost/infracost-gh-action
newschool-backend,Plataforma de ensino para pessoas carentes,https://github.com/NewSchoolApp/newschool-backend
pull-request-analytics-action,Provides informative reports on team and developer metrics, based on data from pull requests and code reviews,https://github.com/AlexSim93/pull-request-analytics-action
pwnhub,How GitHub Actions workflows can be hacked,https://github.com/nikitastupin/pwnhub
multi-stage-build-example,Example repository to accompany my talk at Velocity 2018,https://github.com/garethr/multi-stage-build-example
release-notes-generator-action,Action to auto generate a release note based on your events,https://github.com/Decathlon/release-notes-generator-action
aws-github-actions,Deploy 🚀 to AWS ☁️ with :octocat: GitHub Actions!,https://github.com/clowdhaus/aws-github-actions
setup-chromedriver,ChromeDriver for use in GitHub Actions,https://github.com/nanasess/setup-chromedriver
Git-steps,The series of steps you can use to commit a document in your GitHub from your local device, remotely.,https://github.com/MainakRepositor/Git-steps
gh-workflow,Write your github workflows in rust,https://github.com/tailcallhq/gh-workflow
public-ip,Queries GitHub actions runner's public IP address,https://github.com/haythem/public-ip
action-rubocop,Run rubocop with reviewdog 🐶,https://github.com/reviewdog/action-rubocop
fetch-api-data-action,🚚  GitHub action for handling authenticated API requests, allowing you to save the data from the request into your workspace as an environment variable and a .json file.,https://github.com/JamesIves/fetch-api-data-action
coverage,GitHub Action for python coverage publish & analysis,https://github.com/orgoro/coverage
pyaction,:octocat: Create GitHub Actions Using Python,https://github.com/lnxpy/pyaction
mokkapps,My GitHub profile README which is automatically updated. Please ⭐️ if you like it,https://github.com/Mokkapps/mokkapps
setup-task,GitHub Actions action to make Task available for use in your workflow,https://github.com/arduino/setup-task
contributors,GitHub Action that given an organization or repository, produces information about the contributors over the specified time period.,https://github.com/github/contributors
github-actions-dhall,Typecheck, template and modularize your Github Action definitions with Dhall,https://github.com/regadas/github-actions-dhall
mean-docker,A full-stack boilerplate with Angular 19 (frontend), Express.js 4.17.1 (API), styled with Bootstrap 5 and MongoDB. Fully containerized with Docker for efficient development and deployment.,https://github.com/nitin27may/mean-docker
DoubleGremlin181,Come play TicTacToe on my profile's README,https://github.com/DoubleGremlin181/DoubleGremlin181
kubectl-grep,Filter Kubernetes resources by matching their names,https://github.com/guessi/kubectl-grep
AndroidFastlaneCICD,📱A sample repository to demonstrate the Automate publishing🚀 app to the Google Play Store with GitHub Actions⚡+ Fastlane🏃.,https://github.com/PatilShreyas/AndroidFastlaneCICD
SpotHub,:headphones: :relaxed: Collaborate on Spotify playlists using Pull Requests, powered by GitHub Actions,https://github.com/swinton/SpotHub
setup-alpine,Easily use Alpine Linux on GitHub Actions, with support for QEMU user emulator,https://github.com/jirutka/setup-alpine
debug-action,🛠 Show environment variables and event JSON in the Action logs,https://github.com/hmarr/debug-action
maven-settings-action,This action setup maven settings.xml,https://github.com/s4u/maven-settings-action
action-zip,A GitHub action used to zip file contents,https://github.com/montudor/action-zip
semantic-release-action,The Original GitHub Action for running semantic-release. Sets output and environment variables for you to use in subsequent actions.,https://github.com/codfish/semantic-release-action
universe2021,All things GitHub Universe 2021!,https://github.com/githubevents/universe2021
github-profile-views-counter,🚀 Set up this GitHub profile views counter for your profile that does not require any services to record profile views,https://github.com/gayanvoice/github-profile-views-counter
godot-admob-ios,Godot's AdMob Plugin for iOS with support for Mediations.,https://github.com/poingstudios/godot-admob-ios
label-actions,🤖 GitHub Action that performs certain tasks when issues, pull requests or discussions are labeled or unlabeled,https://github.com/dessant/label-actions
seed-quickstart-webpack,Template for web apps with Seed (Rust framework), TailwindCSS and Webpack.,https://github.com/seed-rs/seed-quickstart-webpack
ftp-action,Automate copying your files via FTP using this GitHub action.,https://github.com/sebastianpopp/ftp-action
NJU-health-report,用于在 GitHub Action 上部署南京大学每日健康填报自动打卡脚本,https://github.com/kottory/NJU-health-report
command,IssueOps commands in GitHub Actions,https://github.com/github/command
clang-format-action,GitHub Action for clang-format checking,https://github.com/jidicula/clang-format-action
generate-plantuml-action,Generate uml diagrams with Plantuml Server and push them to your repository.,https://github.com/grassedge/generate-plantuml-action
discord-action,GitHub Action that sends a Discord message.,https://github.com/appleboy/discord-action
fastapi-clean-architecture,Clean FastAPI architecture,https://github.com/Flaiers/fastapi-clean-architecture
ActionServerless,Use GitHub Actions to create a Serverless service.,https://github.com/gitfx/ActionServerless
frizbee,Throw a tag at it and it comes back with a checksum.,https://github.com/stacklok/frizbee
nissuer,A GitHub Action for tried and tired maintainers.,https://github.com/balazsorban44/nissuer
helm-gh-pages,A GitHub Action for publishing Helm charts to Github Pages,https://github.com/stefanprodan/helm-gh-pages
web-extension-boilerplate,The web extension boilerplate help to set up project quickly using typescript, jest, webpack, githook, prettier and github actions,https://github.com/davidnguyen11/web-extension-boilerplate
dev-portfolio,DevOps Project:  AWS EKS, CI/CD, Docker, Kubernetes, Argo CD, Git, Terraform, Prometheus, Grafana, and more. Build a Dev Portfolio with this powerful tech stack.,https://github.com/Saurabhkr952/dev-portfolio
googlejavaformat-action,GitHub Action that formats Java files following Google Style guidelines,https://github.com/axel-op/googlejavaformat-action
sql-action,🚀 Deploy changes to your SQL database easily with SQL projects or SQL scripts and sql-action for GitHub workflows,https://github.com/Azure/sql-action
setup-micromamba,GitHub Action to set up micromamba,https://github.com/mamba-org/setup-micromamba
get-gke-credentials,A GitHub Action that configure authentication to a GKE cluster.,https://github.com/google-github-actions/get-gke-credentials
doxygen-action,GitHub Action for generating Doxygen documentation for your projects.,https://github.com/mattnotmitt/doxygen-action
jacoco-badge-generator,Coverage badges, and pull request coverage checks, from JaCoCo reports in GitHub Actions,https://github.com/cicirello/jacoco-badge-generator
turborepo-nuxt-boilerplate,Nuxt.js 3 x Histoire x Vitest x VitePress x Turbo (pnpm),https://github.com/gurvancampion/turborepo-nuxt-boilerplate
setup-emsdk,Setup Emscripten for use with GitHub actions,https://github.com/mymindstorm/setup-emsdk
setup-nim-action,Set up your GitHub Actions workflow with a specific version of Nim,https://github.com/jiro4989/setup-nim-action
nest-boilerplate,Nest.js boilerplate with CircleCI, Commitizen, Commitlint, Docker-Compose, ESLint, GitHub Actions, Husky, Lint-staged, OpenAPI, Prettier, PostGreSQL, TypeORM,https://github.com/smarlhens/nest-boilerplate
react-native-camera-hooks,React Hooks and API wrapper for the react-native-camera module. GitHub Actions CI/CD + Automatic Release,https://github.com/reime005/react-native-camera-hooks
nest-next-boilerplate,Boilerplate for Nest.js, Next.js, TypeScript stack. Includes social logins, account verification, password change & recover, real-time chats and more.,https://github.com/PoProstuWitold/nest-next-boilerplate
grcov,📈 GitHub Action for code coverage reporting with grcov,https://github.com/actions-rs/grcov
auto-author-assign,GitHub Actions: Automatically assign pull request authors.,https://github.com/toshimaru/auto-author-assign
docker-cache,Cache Docker Images Whether Built or Pulled,https://github.com/ScribeMD/docker-cache
github-client,React && Graphql powered github client,https://github.com/ani-team/github-client
sapper-firebase-typescript-graphql-tailwindcss-actions-template,A template that includes Sapper for Svelte, Firebase functions and hosting, TypeScript and TypeGraphQL, Tailwind CSS, ESLint, and automatic building and deployment with GitHub Actions,https://github.com/babichjacob/sapper-firebase-typescript-graphql-tailwindcss-actions-template
monorepo-split-github-action,Github Action for Monorepo Split,https://github.com/danharrin/monorepo-split-github-action
terraform-aws-oidc-github,Terraform module to configure GitHub Actions as an OpenID Connect (OIDC) identity provider in AWS.,https://github.com/unfunco/terraform-aws-oidc-github
static-export-template,A template to automatically convert Pluto notebooks to an HTML website with GitHub Pages. Demo page:,https://github.com/JuliaPluto/static-export-template
imdb-trakt-sync,Automatic sync from IMDb to Trakt (watchlist, lists, ratings and history) using GitHub actions.,https://github.com/cecobask/imdb-trakt-sync
redis-github-action,Use Redis in GitHub Actions,https://github.com/supercharge/redis-github-action
setup-just,🤖 GitHub Action to install the just command runner,https://github.com/extractions/setup-just
python-dev-tips,Minimal package to demonstrate good Python development habits,https://github.com/ebezzam/python-dev-tips
action-phpcs-code-review,Github Action to perform automated code review on pull requests,https://github.com/rtCamp/action-phpcs-code-review
set-timezone,GitHub action to set timezone in your locale, works with Linux, Windows, MacOS,https://github.com/szenius/set-timezone
revert,A GitHub Action to automatically revert a commit on a '/revert' comment,https://github.com/srt32/revert
issue-bot,GitHub Actions powered Issue Bot 🦾,https://github.com/imjohnbo/issue-bot
github-action-wait-for-status,Github Action that waits for successful commit status,https://github.com/WyriHaximus/github-action-wait-for-status
awesome-rust-actions,Curated list of awesome Actions for Rust programming language,https://github.com/actions-rs/awesome-rust-actions
books,A demo project for Spring Boot / Data / security, social / oauth2 logons, JWT, Mongo, SpringBootAdmin, Docker, docker-compose, Github Actions and stateless apps,https://github.com/aidanwhiteley/books
action-homebrew-bump-formula,:gear: A GitHub Action to easily bump Homebrew formula on new release,https://github.com/dawidd6/action-homebrew-bump-formula
docs,🖨️ mdx static documentation generator,https://github.com/pmndrs/docs
xcodebuild-action,A GitHub action that runs xcodebuild,https://github.com/sersoft-gmbh/xcodebuild-action
poetries.github.io,博客，用于记录学习总结的地方。关注公众号「前端进阶之旅」，一起学习,https://github.com/poetries/poetries.github.io
setup-minikube,official minikube github action, continuous integration test on Kubernetes cluster, test your code on a certified Kubernetes,https://github.com/medyagh/setup-minikube
partner-runner-images,About GitHub Actions runner images provided by 3rd parties,https://github.com/actions/partner-runner-images
typescript-api-starter,Node.js (🤖) Express.js / PostgreSQL API in TypeScript,https://github.com/cham11ng/typescript-api-starter
esp8266button,An IoT Dash Like Button using an esp8266, a push button and GitHub Actions. Tested on an Adafruit Huzzah, SparkFun Thing, and Wemos D1 Mini ,https://github.com/garthvh/esp8266button
devops-streamdeck,👀 Check the status of your CI/CD environments using your Stream Deck.,https://github.com/SantiMA10/devops-streamdeck
commit-message-checker,GitHub Action that checks commit messages of pushes and pull request against a regex pattern,https://github.com/GsActions/commit-message-checker
NotePad,Notepad is multi module Jetpack compose note taking app with sketch pad, voice recorder, image capturing app,https://github.com/mshdabiola/NotePad
arm-none-eabi-gcc-action,GitHub Action to set-up the `arm-none-eabi-gcc` GNU Arm Embedded Toolchain.,https://github.com/carlosperate/arm-none-eabi-gcc-action
CIAnalyzer,A tool collecting multi CI services build data and export it for creating self-hosting build dashboard.,https://github.com/Kesin11/CIAnalyzer
scout-action,Docker Scout GitHub Action,https://github.com/docker/scout-action
changelog-reader-action,A GitHub action to read and get data from the CHANGELOG.md file 🚀,https://github.com/mindsers/changelog-reader-action
phpstan-ga,GithubAction for PHPStan,https://github.com/OskarStark/phpstan-ga
cpp-linter-action,A Github Action for linting C/C++ code integrating clang-tidy and clang-format to collect feedback provided in the form of file-annotations, thread-comments, workflow step-summary, and Pull Request reviews.,https://github.com/cpp-linter/cpp-linter-action
medium-manifests,This repo contains Kubernetes manifests for the below mentioned topics,https://github.com/pavan-kumar-99/medium-manifests
rubocop-linter-action,Rubocop Linter Action: A GitHub Action to run Rubocop against your code!,https://github.com/andrewmcodes-archive/rubocop-linter-action
github-actions-library,Collection of Github Actions useful for WordPress Deployments,https://github.com/rtCamp/github-actions-library
wiki-page-creator-action,Create a GitHub wiki page based on the provided markdown file,https://github.com/Decathlon/wiki-page-creator-action
gitlab-cypress,Sample project to experiment with Cypress to test the GitLab application.,https://github.com/wlsf82/gitlab-cypress
appstore-status-bot,🚀  Share your application status with your team for slack. using github actions.,https://github.com/techinpark/appstore-status-bot
setup-julia,This action sets up a Julia environment for use in actions by downloading a specified version of Julia and adding it to PATH.,https://github.com/julia-actions/setup-julia
ms-teams-deploy-card,Microsoft Teams Deploy Card,https://github.com/toko-bifrost/ms-teams-deploy-card
texlive-action,:octocat: GitHub Action to run arbitrary commands in a TeXLive environment,https://github.com/xu-cheng/texlive-action
pinact,pinact is a CLI to edit GitHub Workflow and Composite action files and pin versions of Actions and Reusable Workflows. pinact can also update their versions and verify version annotations.,https://github.com/suzuki-shunsuke/pinact
start-here,You should open this repo first,https://github.com/github-craftwork/start-here
read-action,📚 A GitHub action to track books you read in a JSON file (supports ISBN, Libby, Libro.fm, and Apple Books),https://github.com/library-pals/read-action
commit-comment,A GitHub action to create a comment for a commit on GitHub,https://github.com/peter-evans/commit-comment
github-actions-docker-layer-caching-poc,None,https://github.com/dtinth/github-actions-docker-layer-caching-poc
aiogram-peewee-template,Telegram Bot API template, with aiogram, peewee and docker,https://github.com/netbriler/aiogram-peewee-template
cargo-bloat-action,Track rust binary sizes across builds using Github Actions,https://github.com/orf/cargo-bloat-action
m3_lightmeter,Lightmeter app inspired by Material 3 design system. ,https://github.com/vodemn/m3_lightmeter
github-openvpn-connect-action,GitHub Action for connecting to OpenVPN server.,https://github.com/kota65535/github-openvpn-connect-action
cimon-action,Runtime Security Solution for your CI/CD Pipeline,https://github.com/CycodeLabs/cimon-action
mawesome,😎 Github action to generate your own awesome list from project you've starred ordered by languages!,https://github.com/simonecorsi/mawesome
pull-request-labeler-action,:zap: Github action to label your pull requests auto-magically :sparkles:(using committed files),https://github.com/Decathlon/pull-request-labeler-action
backendBankExample,Golang, Postgres, Docker, AWS backend master class translation (rus),https://github.com/MaksimDzhangirov/backendBankExample
macige,Mobile App CI workflow GEnerator: Android, iOS, Flutter, and React Native!,https://github.com/tramlinehq/macige
terraform-plan-comment,GitHub Action to post the output of "terraform plan" to a pull request comment.,https://github.com/borchero/terraform-plan-comment
ghost,Ghost 👻 is an experimental CLI that uses AI to generate GitHub Actions workflows, using OpenAI,https://github.com/savannahostrowski/ghost
android-ci-cd,DevOps CI/CD pipeline architecture for Android Apps 📲⚙️ (using GitHub Actions) - Unit Test, Instrumentation Test (espresso), Static Code Analysis (Sonarqube), Gradle Packaging, Signing bundle and automated deployment on Google Play Store,https://github.com/TharunBalaji2004/android-ci-cd
Actions-OpenWrt-K2P,Use Github Actions to automatically compile Lean's Modified Lede source for K2P,https://github.com/DreamWalkerXZ/Actions-OpenWrt-K2P
prow-github-actions,Slash commands, jobs, and chat-ops for Github actions inspired by Kubernetes Prow ⚓️,https://github.com/jpmcb/prow-github-actions
ai-dev-2024-ml-workshop,Materials for the AI Dev 2024 conference workshop "Deploy and Monitor ML Pipelines with Python, Open Source, and Free Applications",https://github.com/RamiKrispin/ai-dev-2024-ml-workshop
PipeScript,A Metaprogramming Language for PowerShell (and anything else),https://github.com/StartAutomating/PipeScript
prathimacode-hub,Hello everyone, Welcome to my GitHub README profile. Glad to see you here! Check out this repository to view my work and learn more about me. Don't just star it, fork it as well.📢✌️,https://github.com/prathimacode-hub/prathimacode-hub
github-actions-version-updater,A GitHub Action that Updates All GitHub Actions in a Repository and Creates a Pull Request with the Updates,https://github.com/saadmk11/github-actions-version-updater
vite-ts-react-template,This project provides a basic dev setup intended for Single Page Application (SPA) development. It contains key tools, settings for seamless DX, and an demo app presenting good practices and used tooling in action.,https://github.com/bartstc/vite-ts-react-template
