Name,Description,URL,Processed_Name,Processed_Description
action-label-syncer,GitHub Action to sync GitHub labels in the declarative way,https://github.com/micnncim/action-label-syncer,['actionlabelsync'],"['github', 'action', 'sync', 'github', 'label', 'declar', 'way']"
jenkinsfile-runner-github-actions,Jenkins single-shot pipeline execution in a GitHub Action POC,https://github.com/jenkinsci/jenkinsfile-runner-github-actions,['jenkinsfilerunnergithubact'],"['jenkin', 'singleshot', 'pipelin', 'execut', 'github', 'action', 'poc']"
github-actions-cache-server,Self-hosted GitHub Actions cache server implementation. Compatible with official 'actions/cache' action,https://github.com/falcondev-oss/github-actions-cache-server,['githubactionscacheserv'],"['selfhost', 'github', 'action', 'cach', 'server', 'implement', 'compat', 'offici', 'actionscach', 'action']"
github-actions-badge,:shield: Shields.io Badge for your GitHub Actions,https://github.com/Atrox/github-actions-badge,['githubactionsbadg'],"['shield', 'shieldsio', 'badg', 'github', 'action']"
setup-graalvm,GitHub Action for setting up GraalVM distributions.,https://github.com/graalvm/setup-graalvm,['setupgraalvm'],"['github', 'action', 'set', 'graalvm', 'distribut']"
selenium-java-test-automation-architecture,Ready-to-use UI Test Automation Architecture using Java and Selenium WebDriver.,https://github.com/Tahanima/selenium-java-test-automation-architecture,['seleniumjavatestautomationarchitectur'],"['readytous', 'ui', 'test', 'autom', 'architectur', 'use', 'java', 'selenium', 'webdriv']"
gajira,GitHub Actions for Jira,https://github.com/atlassian/gajira,['gajira'],"['github', 'action', 'jira']"
cicd-templates,Manage your Databricks deployments and CI with code.,https://github.com/databrickslabs/cicd-templates,['cicdtempl'],"['manag', 'databrick', 'deploy', 'ci', 'code']"
serv00-auto-scripts,Serv00/CT8 - Free Host Auto Renewal (Automatic SSH and PM2) and Other Scripts,https://github.com/lopins/serv00-auto-scripts,['serv00autoscript'],"['serv00ct8', 'free', 'host', 'auto', 'renew', 'automat', 'ssh', 'pm2', 'script']"
sphinx-action,Github action that builds docs using sphinx and places errors inline,https://github.com/ammaraskar/sphinx-action,['sphinxact'],"['github', 'action', 'build', 'doc', 'use', 'sphinx', 'place', 'error', 'inlin']"
typescript-api-skeleton,🔷🌍 TypeScript API Skeleton: Bootstrap your new HTTP API backend with TypeScript,https://github.com/CodelyTV/typescript-api-skeleton,['typescriptapiskeleton'],"['typescript', 'api', 'skeleton', 'bootstrap', 'new', 'http', 'api', 'backend', 'typescript']"
pytest-coverage-comment,Comments a pull request with the pytest code coverage badge and full report,https://github.com/MishaKav/pytest-coverage-comment,['pytestcoveragecom'],"['comment', 'pull', 'request', 'pytest', 'code', 'coverag', 'badg', 'full', 'report']"
uptoc,A static file deployment tool that supports multiple platforms./ 一个支持多家云厂商的静态文件部署工具,https://github.com/bonaysoft/uptoc,['uptoc'],"['static', 'file', 'deploy', 'tool', 'support', 'multipl', 'platform']"
action-slack,🚀 (Unmaintained) GitHub Action that sends a Slack notification.,https://github.com/Ilshidur/action-slack,['actionslack'],"['unmaintain', 'github', 'action', 'send', 'slack', 'notif']"
webring,“วงแหวนเว็บ” แห่งนี้สร้างขึ้นเพื่อส่งเสริมให้ศิลปิน นักออกแบบ และนักพัฒนาชาวไทย สร้างเว็บไซต์ของตัวเองและแบ่งปันการเข้าชมซึ่งกันและกัน,https://github.com/wonderfulsoftware/webring,['webr'],[]
github-action-scp,⬆️ Copy a folder to a remote server using SSH,https://github.com/garygrossgarten/github-action-scp,['githubactionscp'],"['copi', 'folder', 'remot', 'server', 'use', 'ssh']"
release-downloader,Github action to download release assets from private or public repositories,https://github.com/robinraju/release-downloader,['releasedownload'],"['github', 'action', 'download', 'releas', 'asset', 'privat', 'public', 'repositori']"
keepalive-workflow,GitHub action to prevent GitHub from suspending your cronjob based triggers due to repository inactivity ,https://github.com/gautamkrishnar/keepalive-workflow,['keepaliveworkflow'],"['github', 'action', 'prevent', 'github', 'suspend', 'cronjob', 'base', 'trigger', 'due', 'repositori', 'inact']"
nextjs-cron,Cron jobs with Github Actions for Next.js apps on Vercel▲,https://github.com/paulphys/nextjs-cron,['nextjscron'],"['cron', 'job', 'github', 'action', 'nextj', 'app', 'vercel']"
github-local-actions,✨ Run your GitHub Actions locally in VS Code!,https://github.com/SanjulaGanepola/github-local-actions,['githublocalact'],"['run', 'github', 'action', 'local', 'v', 'code']"
get-diff-action,GitHub Actions to get git diff,https://github.com/technote-space/get-diff-action,['getdiffact'],"['github', 'action', 'get', 'git', 'diff']"
build-and-inspect-python-package,Build and Inspect Python Packages in GitHub Actions,https://github.com/hynek/build-and-inspect-python-package,['buildandinspectpythonpackag'],"['build', 'inspect', 'python', 'packag', 'github', 'action']"
winget-releaser,Publish new releases of your application to the Windows Package Manager easily.,https://github.com/vedantmgoyal9/winget-releaser,['wingetreleas'],"['publish', 'new', 'releas', 'applic', 'window', 'packag', 'manag', 'easili']"
actions,A collection of GitHub Actions to accelerate your Gradle Builds on GitHub,https://github.com/gradle/actions,['action'],"['collect', 'github', 'action', 'acceler', 'gradl', 'build', 'github']"
kube-tools,Kubernetes tools for GitHub Actions CI,https://github.com/stefanprodan/kube-tools,['kubetool'],"['kubernet', 'tool', 'github', 'action', 'ci']"
octoscan,Octoscan is a static vulnerability scanner for GitHub action workflows.,https://github.com/synacktiv/octoscan,['octoscan'],"['octoscan', 'static', 'vulner', 'scanner', 'github', 'action', 'workflow']"
issue-label-manager-action,GitHub Action to declaratively setup labels across repos,https://github.com/lannonbr/issue-label-manager-action,['issuelabelmanageract'],"['github', 'action', 'declar', 'setup', 'label', 'across', 'repo']"
pr-stats,PR에 대한 유용한 통계를 산출하는 GitHub Actions,https://github.com/naver/pr-stats,['prstat'],"['pr', 'github', 'action']"
buildkit-cache-dance,Save `RUN --mount=type=cache` caches on GitHub Actions ( Forked from https://github.com/overmindtech/buildkit-cache-dance ),https://github.com/reproducible-containers/buildkit-cache-dance,['buildkitcached'],"['save', 'run', 'mounttypecach', 'cach', 'github', 'action', 'fork', 'httpsgithubcomovermindtechbuildkitcached']"
Draco-OpenWrt-GL-AX1800,使用 GitHub Actions 云编译 GL.iNet路由器  OpenWrt 固件,https://github.com/draco-china/Draco-OpenWrt-GL-AX1800,['dracoopenwrtglax1800'],"['github', 'action', 'glinet', 'openwrt']"
github-action-get-previous-tag,Get the previous tag,https://github.com/WyriHaximus/github-action-get-previous-tag,['githubactiongetprevioustag'],"['get', 'previou', 'tag']"
php-cs-fixer-ga,GithubAction for PHP-CS-Fixer,https://github.com/OskarStark/php-cs-fixer-ga,['phpcsfixerga'],"['githubact', 'phpcsfixer']"
composer,Use the Composer CLI in your Github Actions.,https://github.com/php-actions/composer,['compos'],"['use', 'compos', 'cli', 'github', 'action']"
action-android,Collection of Android-related GitHub Actions,https://github.com/Malinskiy/action-android,['actionandroid'],"['collect', 'androidrel', 'github', 'action']"
ng-demo,🦴 Bare Bones Angular and Angular CLI Tutorial,https://github.com/mraible/ng-demo,['ngdemo'],"['bare', 'bone', 'angular', 'angular', 'cli', 'tutori']"
github-env-vars-action,:octocat: 🚀 GitHub Action for Environment Variables,https://github.com/FranzDiebold/github-env-vars-action,['githubenvvarsact'],"['octocat', 'github', 'action', 'environ', 'variabl']"
assume-aws-role-action,Assume AWS IAM Roles using SAML.to in GitHub Actions,https://github.com/saml-to/assume-aws-role-action,['assumeawsroleact'],"['assum', 'aw', 'iam', 'role', 'use', 'samlto', 'github', 'action']"
publish-packages,Use GitHub Actions to publish your project to a Docker image.,https://github.com/skills/publish-packages,['publishpackag'],"['use', 'github', 'action', 'publish', 'project', 'docker', 'imag']"
actions-status-discord,Post GitHub Actions status to Discord as an beautiful embed,https://github.com/sarisia/actions-status-discord,['actionsstatusdiscord'],"['post', 'github', 'action', 'statu', 'discord', 'beauti', 'emb']"
django-step-by-step,A Django + Vue reference project that focuses on developer tooling and CI/CD + IaC,https://github.com/briancaffey/django-step-by-step,['djangostepbystep'],"['django', 'vue', 'refer', 'project', 'focus', 'develop', 'tool', 'cicd', 'iac']"
github-action,A GitHub action to manage and synchronize localization resources with your Crowdin project,https://github.com/crowdin/github-action,['githubact'],"['github', 'action', 'manag', 'synchron', 'local', 'resourc', 'crowdin', 'project']"
ghpages,Deploy arbitrary static assets through GitHub Actions,https://github.com/maxheld83/ghpages,['ghpage'],"['deploy', 'arbitrari', 'static', 'asset', 'github', 'action']"
upload-to-release,A GitHub Action that uploads a file to a new release.,https://github.com/JasonEtco/upload-to-release,['uploadtoreleas'],"['github', 'action', 'upload', 'file', 'new', 'releas']"
bump-homebrew-formula-action,Automatically bump Homebrew formula after a release,https://github.com/mislav/bump-homebrew-formula-action,['bumphomebrewformulaact'],"['automat', 'bump', 'homebrew', 'formula', 'releas']"
gedoor-Build,在线编译你自己的阅读APP，自动构建，自动发布,https://github.com/10bits/gedoor-Build,['gedoorbuild'],['app']
github-action,,https://github.com/dokku/github-action,['githubact'],['nan']
git-release,Publish a GitHub Release :package: with Assets :file_folder: and Changelog :bookmark:,https://github.com/anton-yurchenko/git-release,['gitreleas'],"['publish', 'github', 'releas', 'packag', 'asset', 'filefold', 'changelog', 'bookmark']"
ghaction-virustotal,GitHub Action to upload and scan files with VirusTotal,https://github.com/crazy-max/ghaction-virustotal,['ghactionvirustot'],"['github', 'action', 'upload', 'scan', 'file', 'virustot']"
pinboard-kotlin,Unofficial Android client for Pinboard and Linkding,https://github.com/fibelatti/pinboard-kotlin,['pinboardkotlin'],"['unoffici', 'android', 'client', 'pinboard', 'linkd']"
pull-request-action,open a pull request when a branch is pushed or updated,https://github.com/vsoch/pull-request-action,['pullrequestact'],"['open', 'pull', 'request', 'branch', 'push', 'updat']"
Python-Selenium-Action,Run Selenium with Python via Github Actions using Headless or Non-Headless browsers! ,https://github.com/MarketingPipeline/Python-Selenium-Action,['pythonseleniumact'],"['run', 'selenium', 'python', 'via', 'github', 'action', 'use', 'headless', 'nonheadless', 'browser']"
flatpak-github-actions,Build your Flatpak application using Github Actions,https://github.com/flatpak/flatpak-github-actions,['flatpakgithubact'],"['build', 'flatpak', 'applic', 'use', 'github', 'action']"
Go-Kafka-gRPC-MongoDB-microservice,Go products microservice,https://github.com/AleksK1NG/Go-Kafka-gRPC-MongoDB-microservice,['gokafkagrpcmongodbmicroservic'],"['go', 'product', 'microservic']"
Awesome-Repo-Template,An awesome repo template packed with tons of tools & more to kick-start your next project / repo!,https://github.com/MarketingPipeline/Awesome-Repo-Template,['awesomerepotempl'],"['awesom', 'repo', 'templat', 'pack', 'ton', 'tool', 'kickstart', 'next', 'project', 'repo']"
repo-sync,🔄 Keep a pair of GitHub repos in sync,https://github.com/repo-sync/repo-sync,['reposync'],"['keep', 'pair', 'github', 'repo', 'sync']"
assign-one-project-github-action,Automatically add an issue or pull request to specific GitHub Project(s) when you create and/or label them.,https://github.com/srggrs/assign-one-project-github-action,['assignoneprojectgithubact'],"['automat', 'add', 'issu', 'pull', 'request', 'specif', 'github', 'project', 'creat', 'andor', 'label']"
actions-cli,Monitor your GitHub Actions in real time from the command line,https://github.com/remorses/actions-cli,['actionscli'],"['monitor', 'github', 'action', 'real', 'time', 'command', 'line']"
learn-terraform-github-actions,,https://github.com/hashicorp-education/learn-terraform-github-actions,['learnterraformgithubact'],['nan']
verify-changed-files,:octocat: Github action to verify file changes that occur during the workflow execution.,https://github.com/tj-actions/verify-changed-files,['verifychangedfil'],"['octocat', 'github', 'action', 'verifi', 'file', 'chang', 'occur', 'workflow', 'execut']"
action,A GitHub Action that starts preview deployments for your pull requests and branches. It can work with any application that has a valid Docker Compose file.,https://github.com/pullpreview/action,['action'],"['github', 'action', 'start', 'preview', 'deploy', 'pull', 'request', 'branch', 'work', 'applic', 'valid', 'docker', 'compos', 'file']"
contributors-readme-action,A github action to automate a contributors section in readme.,https://github.com/akhilmhdh/contributors-readme-action,['contributorsreadmeact'],"['github', 'action', 'autom', 'contributor', 'section', 'readm']"
ghactions,GitHub actions for R and accompanying R package,https://github.com/maxheld83/ghactions,['ghaction'],"['github', 'action', 'r', 'accompani', 'r', 'packag']"
invalidate-cloudfront-action,Invalidate AWS CloudFront distribution paths,https://github.com/chetan/invalidate-cloudfront-action,['invalidatecloudfrontact'],"['invalid', 'aw', 'cloudfront', 'distribut', 'path']"
lifeparticle,📠  A Self-Updating Public Profile for GitHub,https://github.com/lifeparticle/lifeparticle,['lifeparticl'],"['selfupd', 'public', 'profil', 'github']"
nx-set-shas,:sparkles: A Github Action which sets the base and head SHAs required for `nx affected` commands in CI,https://github.com/nrwl/nx-set-shas,['nxsetsha'],"['sparkl', 'github', 'action', 'set', 'base', 'head', 'sha', 'requir', 'nx', 'affect', 'command', 'ci']"
compose-action,This action runs your docker-compose file and clean up before action finished,https://github.com/hoverkraft-tech/compose-action,['composeact'],"['action', 'run', 'dockercompos', 'file', 'clean', 'action', 'finish']"
ssh-action,🖥 github ssh action,https://github.com/fifsky/ssh-action,['sshaction'],"['github', 'ssh', 'action']"
jacoco-report,Github action that publishes the JaCoCo report as a comment in the Pull Request,https://github.com/Madrapps/jacoco-report,['jacocoreport'],"['github', 'action', 'publish', 'jacoco', 'report', 'comment', 'pull', 'request']"
merge-to-earn,The reward system for open source development,https://github.com/slice-so/merge-to-earn,['mergetoearn'],"['reward', 'system', 'open', 'sourc', 'develop']"
figma-action,Export image assets from Figma to GitHub,https://github.com/primer/figma-action,['figmaact'],"['export', 'imag', 'asset', 'figma', 'github']"
Github-Actions-React-Native,Github Action for React Native Build 🦊,https://github.com/realabbas/Github-Actions-React-Native,['githubactionsreactn'],"['github', 'action', 'react', 'nativ', 'build']"
cuda-toolkit,GitHub Action to install CUDA,https://github.com/Jimver/cuda-toolkit,['cudatoolkit'],"['github', 'action', 'instal', 'cuda']"
setup-chrome,Set up your GitHub Actions workflow with a specific version of chromium ,https://github.com/browser-actions/setup-chrome,['setupchrom'],"['set', 'github', 'action', 'workflow', 'specif', 'version', 'chromium']"
very_good_coverage,GitHub Action which helps enforce code coverage threshold using lcov created by Very Good Ventures 🦄,https://github.com/VeryGoodOpenSource/very_good_coverage,['verygoodcoverag'],"['github', 'action', 'help', 'enforc', 'code', 'coverag', 'threshold', 'use', 'lcov', 'creat', 'good', 'ventur']"
SupportDocs,Generate help centers for your iOS apps. Hosted by GitHub and always up-to-date.,https://github.com/aheze/SupportDocs,['supportdoc'],"['gener', 'help', 'center', 'io', 'app', 'host', 'github', 'alway', 'uptod']"
gh-actions,A Github action for generating Terraform module documentation using terraform-docs and gomplate,https://github.com/terraform-docs/gh-actions,['ghaction'],"['github', 'action', 'gener', 'terraform', 'modul', 'document', 'use', 'terraformdoc', 'gomplat']"
go-starter,Go 服务框架脚手架. 整合 echo、swag、viper、nsq、logrus、fx、xorm、cobra 等第三方库,https://github.com/pinkhello/go-starter,['gostart'],"['go', 'echoswagvipernsqlogrusfxxormcobra']"
github-actions,Open source list of GitHub Actions. Free free to submit a PR to add your action,https://github.com/boyney123/github-actions,['githubact'],"['open', 'sourc', 'list', 'github', 'action', 'free', 'free', 'submit', 'pr', 'add', 'action']"
wasmedge-nodejs-starter,A template project to run Rust functions in Node.js through the Second State WebAssembly engine.,https://github.com/second-state/wasmedge-nodejs-starter,['wasmedgenodejsstart'],"['templat', 'project', 'run', 'rust', 'function', 'nodej', 'second', 'state', 'webassembl', 'engin']"
drupal9ci,Command Line Interface for implementing Continuous Integration in Drupal 9,https://github.com/Lullabot/drupal9ci,['drupal9ci'],"['command', 'line', 'interfac', 'implement', 'continu', 'integr', 'drupal', '9']"
pr2tik1,My GitHub profile-README,https://github.com/pr2tik1/pr2tik1,['pr2tik1'],"['github', 'profilereadm']"
machine,Machine is a workflow/pipeline library for processing data,https://github.com/whitaker-io/machine,['machin'],"['machin', 'workflowpipelin', 'librari', 'process', 'data']"
tech-blog-rss-feed,企業のテックブログの更新をまとめたRSSフィードを配信,https://github.com/yamadashy/tech-blog-rss-feed,['techblogrssfe'],['rss']
get-secretmanager-secrets,A GitHub Action for accessing secrets from Google Secret Manager and making them available as outputs.,https://github.com/google-github-actions/get-secretmanager-secrets,['getsecretmanagersecret'],"['github', 'action', 'access', 'secret', 'googl', 'secret', 'manag', 'make', 'avail', 'output']"
leetcode-stats,Dynamically generated LeetCode stats for your GitHub READMEs!,https://github.com/KnlnKS/leetcode-stats,['leetcodestat'],"['dynam', 'gener', 'leetcod', 'stat', 'github', 'readm']"
Nuitka-Action,Action to build with Nuitka on GitHub in your workflows,https://github.com/Nuitka/Nuitka-Action,['nuitkaact'],"['action', 'build', 'nuitka', 'github', 'workflow']"
Selenium-Python-Example,Selenium Python example project with pytest and Allure report,https://github.com/nirtal85/Selenium-Python-Example,['seleniumpythonexampl'],"['selenium', 'python', 'exampl', 'project', 'pytest', 'allur', 'report']"
HelloActions-Qt,Qt use github-actions(Qt项目使用github的持续集成),https://github.com/jaredtao/HelloActions-Qt,['helloactionsqt'],"['qt', 'use', 'githubactionsqtgithub']"
blackcater,Using Node.js to generate my Github profile readme automatically.,https://github.com/blackcater/blackcater,['blackcat'],"['use', 'nodej', 'gener', 'github', 'profil', 'readm', 'automat']"
powerplatform-actions-lab,This repo contains sample workflow definitions for GitHub Actions for Microsoft Power Platform.,https://github.com/microsoft/powerplatform-actions-lab,['powerplatformactionslab'],"['repo', 'contain', 'sampl', 'workflow', 'definit', 'github', 'action', 'microsoft', 'power', 'platform']"
todoist-readme,🚧 Updates README with Todoist Stats of a user,https://github.com/abhisheknaiidu/todoist-readme,['todoistreadm'],"['updat', 'readm', 'todoist', 'stat', 'user']"
surge-preview,🔂 Preview website in surge.sh for every pull request.,https://github.com/afc163/surge-preview,['surgepreview'],"['preview', 'websit', 'surgesh', 'everi', 'pull', 'request']"
setup-zig,use a @ziglang compiler in your github actions workflows,https://github.com/goto-bus-stop/setup-zig,['setupzig'],"['use', 'ziglang', 'compil', 'github', 'action', 'workflow']"
pytest-github-actions-annotate-failures,Pytest plugin to annotate failed tests with a workflow command for GitHub Actions,https://github.com/pytest-dev/pytest-github-actions-annotate-failures,['pytestgithubactionsannotatefailur'],"['pytest', 'plugin', 'annot', 'fail', 'test', 'workflow', 'command', 'github', 'action']"
swifty-marvel,A SwiftUI app to showcase my iOS development skills ( Clean Architecture  + MVVM + CoreData + Swinject + Async Await + Unit Testing + Arkana + Mockingbird + CI Pipeline ),https://github.com/mohanedy/swifty-marvel,['swiftymarvel'],"['swiftui', 'app', 'showcas', 'io', 'develop', 'skill', 'clean', 'architectur', 'mvvm', 'coredata', 'swinject', 'async', 'await', 'unit', 'test', 'arkana', 'mockingbird', 'ci', 'pipelin']"
openwrt_x86,自编译OpenWrt x86固件  提供vhdx和vmdk格式的固件 对虚拟机支持良好 内置ZeroTier、PassWall、AdGuardHome、迅雷快鸟、UU加速器、FRP、解锁网易云灰色、KMS等优质插件，稳定流畅。,https://github.com/jiajiaxd/openwrt_x86,['openwrtx86'],"['openwrt', 'x86', 'vhdxvmdk', 'zerotierpasswalladguardhomeuufrpkm']"
deploy-to-vercel-action,🎬▲ Deploy your project to Vercel using GitHub Actions. Supports PR previews and GitHub deployments.,https://github.com/BetaHuhn/deploy-to-vercel-action,['deploytovercelact'],"['deploy', 'project', 'vercel', 'use', 'github', 'action', 'support', 'pr', 'preview', 'github', 'deploy']"
misspell-fixer-action,📝Automatically fixes typos and mistakes in your source code and docs!,https://github.com/sobolevn/misspell-fixer-action,['misspellfixeract'],"['automat', 'fix', 'typo', 'mistak', 'sourc', 'code', 'doc']"
actions-sms,Send an SMS through GitHub Actions,https://github.com/twilio-labs/actions-sms,['actionssm'],"['send', 'sm', 'github', 'action']"
sonarqube-action,Integrate SonarQube scanner to GitHub Actions,https://github.com/kitabisa/sonarqube-action,['sonarqubeact'],"['integr', 'sonarqub', 'scanner', 'github', 'action']"
arxiv-daily,🎓 Automatically Update Some Fields Papers Daily using Github Actions (Update Every 12th hours),https://github.com/beiyuouo/arxiv-daily,['arxivdaili'],"['automat', 'updat', 'field', 'paper', 'daili', 'use', 'github', 'action', 'updat', 'everi', '12th', 'hour']"
jest-github-action,Jest action adding checks with annotations to your pull requests and coverage table as comments,https://github.com/mattallty/jest-github-action,['jestgithubact'],"['jest', 'action', 'ad', 'check', 'annot', 'pull', 'request', 'coverag', 'tabl', 'comment']"
pipeline.nvim,See status of ci/cd pipeline runs directly in neovim. Currently supports GitHub Actions and GitLab CI.,https://github.com/topaxi/pipeline.nvim,['pipelinenvim'],"['see', 'statu', 'cicd', 'pipelin', 'run', 'directli', 'neovim', 'current', 'support', 'github', 'action', 'gitlab', 'ci']"
setup-helm,Github Action for installing Helm,https://github.com/Azure/setup-helm,['setuphelm'],"['github', 'action', 'instal', 'helm']"
gale,GitHub Action Local Executor,https://github.com/aweris/gale,['gale'],"['github', 'action', 'local', 'executor']"
aws-ecr-action,This Action allows you to create Docker images and push into a ECR repository.,https://github.com/kciter/aws-ecr-action,['awsecract'],"['action', 'allow', 'creat', 'docker', 'imag', 'push', 'ecr', 'repositori']"
ghaction-github-labeler,GitHub Action to manage labels on GitHub,https://github.com/crazy-max/ghaction-github-labeler,['ghactiongithublabel'],"['github', 'action', 'manag', 'label', 'github']"
setup-packer,Run HashiCorp Packer as part of your GitHub Actions Workflow,https://github.com/hashicorp/setup-packer,['setuppack'],"['run', 'hashicorp', 'packer', 'part', 'github', 'action', 'workflow']"
AzurePipelinesToGitHubActionsConverter,Convert Azure Pipelines YAML to GitHub Actions YAML,https://github.com/samsmithnz/AzurePipelinesToGitHubActionsConverter,['azurepipelinestogithubactionsconvert'],"['convert', 'azur', 'pipelin', 'yaml', 'github', 'action', 'yaml']"
skunk-html,Markdown Blog with GitHub Pages. Easy setup!,https://github.com/MaxGripe/skunk-html,['skunkhtml'],"['markdown', 'blog', 'github', 'page', 'easi', 'setup']"
github-stats-box,📌 Update a gist to contain your GitHub stats,https://github.com/bokub/github-stats-box,['githubstatsbox'],"['updat', 'gist', 'contain', 'github', 'stat']"
myshoes,Auto-scaling VirtualMachine runner 🏃  for GitHub Actions,https://github.com/whywaita/myshoes,['mysho'],"['autosc', 'virtualmachin', 'runner', 'github', 'action']"
cargo-deny-action,❌ GitHub Action for cargo-deny 🦀,https://github.com/EmbarkStudios/cargo-deny-action,['cargodenyact'],"['github', 'action', 'cargodeni']"
markdown-to-pdf,A GitHub Action to make PDF and HTML files from Markdown,https://github.com/BaileyJM02/markdown-to-pdf,['markdowntopdf'],"['github', 'action', 'make', 'pdf', 'html', 'file', 'markdown']"
CompatHelper.jl,Automatically update the [compat] entries for your Julia package's dependencies,https://github.com/JuliaRegistries/CompatHelper.jl,['compathelperjl'],"['automat', 'updat', 'compat', 'entri', 'julia', 'packag', 'depend']"
poetry-publish,An action to build and publish python package to pypi (https://pypi.org/) using poetry (https://github.com/sdispater/poetry),https://github.com/JRubics/poetry-publish,['poetrypublish'],"['action', 'build', 'publish', 'python', 'packag', 'pypi', 'httpspypiorg', 'use', 'poetri', 'httpsgithubcomsdispaterpoetri']"
action,The autofix.ci GitHub Action.,https://github.com/autofix-ci/action,['action'],"['autofixci', 'github', 'action']"
docker-ros,docker-ros automatically builds development and deployment Docker images for your ROS-based repositories,https://github.com/ika-rwth-aachen/docker-ros,['dockerro'],"['dockerro', 'automat', 'build', 'develop', 'deploy', 'docker', 'imag', 'rosbas', 'repositori']"
setup-protoc,GitHub Action to setup the protoc compiler for protocol buffers,https://github.com/arduino/setup-protoc,['setupprotoc'],"['github', 'action', 'setup', 'protoc', 'compil', 'protocol', 'buffer']"
maturin-action,GitHub Action to install and run a custom maturin command with built-in support for cross compilation,https://github.com/PyO3/maturin-action,['maturinact'],"['github', 'action', 'instal', 'run', 'custom', 'maturin', 'command', 'builtin', 'support', 'cross', 'compil']"
Fast-Api-example,Simple asynchronous API implemented with Fast-Api framework utilizing Postgres as a Database and SqlAlchemy as ORM . GitHub Actions as CI/CD Pipeline,https://github.com/KenMwaura1/Fast-Api-example,['fastapiexampl'],"['simpl', 'asynchron', 'api', 'implement', 'fastapi', 'framework', 'util', 'postgr', 'databas', 'sqlalchemi', 'orm', 'github', 'action', 'cicd', 'pipelin']"
xvfb-action,Run your tests headlessly ❌🖥️,https://github.com/GabrielBB/xvfb-action,['xvfbaction'],"['run', 'test', 'headlessli']"
action,GitHub Action for publishing your Storybook to Chromatic,https://github.com/chromaui/action,['action'],"['github', 'action', 'publish', 'storybook', 'chromat']"
scala-steward-action,A Github Action to launch Scala Steward in your repository,https://github.com/scala-steward-org/scala-steward-action,['scalastewardact'],"['github', 'action', 'launch', 'scala', 'steward', 'repositori']"
actions,GitHub Actions for the asdf version manager,https://github.com/asdf-vm/actions,['action'],"['github', 'action', 'asdf', 'version', 'manag']"
workflow-conclusion-action,GitHub action to get workflow conclusion.,https://github.com/technote-space/workflow-conclusion-action,['workflowconclusionact'],"['github', 'action', 'get', 'workflow', 'conclus']"
commit-bot,Automatically generates GitHub activity,https://github.com/theshteves/commit-bot,['commitbot'],"['automat', 'gener', 'github', 'activ']"
dagger-for-github,GitHub Action for Dagger,https://github.com/dagger/dagger-for-github,['daggerforgithub'],"['github', 'action', 'dagger']"
repo-lockdown,GitHub Action that immediately closes and locks issues and pull requests,https://github.com/dessant/repo-lockdown,['repolockdown'],"['github', 'action', 'immedi', 'close', 'lock', 'issu', 'pull', 'request']"
setup,GitHub Action and `curl pkgx.sh | sh`,https://github.com/pkgxdev/setup,['setup'],"['github', 'action', 'curl', 'pkgxsh', 'sh']"
setup-kubectl,GitHub Action for installing Kubectl,https://github.com/Azure/setup-kubectl,['setupkubectl'],"['github', 'action', 'instal', 'kubectl']"
build-godot-action,GitHub action that builds a Godot project for multiple platforms,https://github.com/yeslayla/build-godot-action,['buildgodotact'],"['github', 'action', 'build', 'godot', 'project', 'multipl', 'platform']"
website-to-gif,GitHub Action to turn your website into a GIF :camera:,https://github.com/PabloLec/website-to-gif,['websitetogif'],"['github', 'action', 'turn', 'websit', 'gif', 'camera']"
cloudflare-purge-action,🗑️ GitHub Action to purge a website's cache via the Cloudflare API,https://github.com/jakejarvis/cloudflare-purge-action,['cloudflarepurgeact'],"['github', 'action', 'purg', 'websit', 'cach', 'via', 'cloudflar', 'api']"
pax-react-native-starter,Next-gen react-native development monorepo starter with best in-class tools tailored for DX⚡️,https://github.com/pax-k/pax-react-native-starter,['paxreactnativestart'],"['nextgen', 'reactn', 'develop', 'monorepo', 'starter', 'best', 'inclass', 'tool', 'tailor', 'dx']"
mysql-action,GitHub Action to setup a MySQL database,https://github.com/mirromutth/mysql-action,['mysqlact'],"['github', 'action', 'setup', 'mysql', 'databas']"
recent-activity,Add your recent activity to your profile readme!,https://github.com/Readme-Workflows/recent-activity,['recentact'],"['add', 'recent', 'activ', 'profil', 'readm']"
clang-format-lint-action,This action checks if the source code matches the .clang-format file.,https://github.com/DoozyX/clang-format-lint-action,['clangformatlintact'],"['action', 'check', 'sourc', 'code', 'match', 'clangformat', 'file']"
action-pr-title,Github action to enforce Pull Request title conventions,https://github.com/deepakputhraya/action-pr-title,['actionprtitl'],"['github', 'action', 'enforc', 'pull', 'request', 'titl', 'convent']"
Daily-Bonus,签到脚本✅：v2ex、bilibili 直播、百合会、Yurifans,https://github.com/jckling/Daily-Bonus,['dailybonu'],"['v2exbilibili', 'yurifan']"
pytorch-project-template,Deep Learning project template for PyTorch (multi-gpu training is supported),https://github.com/ryul99/pytorch-project-template,['pytorchprojecttempl'],"['deep', 'learn', 'project', 'templat', 'pytorch', 'multigpu', 'train', 'support']"
changelog-ci,Changelog CI is a GitHub Action that enables a project to automatically generate changelogs,https://github.com/saadmk11/changelog-ci,['changelogci'],"['changelog', 'ci', 'github', 'action', 'enabl', 'project', 'automat', 'gener', 'changelog']"
