0,1
"Nisei female. Born January 2, 1925, in San Francisco, California. Spent childhood in San Francisco where family operated successful miso factory and grocery store. Father arrested by FBI in February 1942 and sent to Fort Lincoln internment camp, North Dakota. Family removed to Tanforan Assembly Center and Topaz concentration camp, Utah. Graduated from Topaz High School in 1943. Family resettled in Salt Lake City and reestablished the miso factory. Worked as office manager at miso factory until it was sold in the 1980s. Has been speaking to school groups about camp experience for the past 40 years.","['nisei', 'femal', 'born', 'januari', '2', '1925', 'san', 'francisco', 'california', 'spent', 'childhood', 'san', 'francisco', 'famili', 'oper', 'success', 'miso', 'factori', 'groceri', 'store', 'father', 'arrest', 'fbi', 'februari', '1942', 'sent', 'fort', 'lincoln', 'intern', 'camp', 'north', 'dakota', 'famili', 'remov', 'tanforan', 'assembl', 'center', 'topaz', 'concentr', 'camp', 'utah', 'graduat', 'topaz', 'high', 'school', '1943', 'famili', 'resettl', 'salt', 'lake', 'citi', 'reestablish', 'miso', 'factori', 'work', 'offic', 'manag', 'miso', 'factori', 'sold', '1980', 'speak', 'school', 'group', 'camp', 'experi', 'past', '40', 'year']"
"Nisei male. Born December 13, 1913, in Richfield, Utah. Grew up primarily in Ogden, Utah. Attended the University of Utah and then UC Berkeley for dental school. Established a dental practice in Salt Lake City, Utah, prior to World War II. During the war, was president of the Salt Lake City chapter of the Japanese American Citizens League. After World War II, Dr. Kurumada served in the U.S. military in Japan before returning to Salt Lake City and continuing dental practice.","['nisei', 'male', 'born', 'decemb', '13', '1913', 'richfield', 'utah', 'grew', 'primarili', 'ogden', 'utah', 'attend', 'univers', 'utah', 'uc', 'berkeley', 'dental', 'school', 'establish', 'dental', 'practic', 'salt', 'lake', 'citi', 'utah', 'prior', 'world', 'war', 'ii', 'war', 'presid', 'salt', 'lake', 'citi', 'chapter', 'japanes', 'american', 'citizen', 'leagu', 'world', 'war', 'ii', 'dr', 'kurumada', 'serv', 'u', 'militari', 'japan', 'return', 'salt', 'lake', 'citi', 'continu', 'dental', 'practic']"
"Sansei female. Born August 26, 1933, in Berkeley, California. Removed to Tanforan Assembly Center, California, and Topaz concentration camp, Utah. Family resettled in North Platte, Nebraska, where father operated a flower shop. Received undergraduate degree in education and sociology from Hastings College in Nebraska. Attended McCormick Seminary in Illinois. Married husband Frank Christ in 1959. Worked as a teacher during school desegregation efforts in the 1960s.","['sansei', 'femal', 'born', 'august', '26', '1933', 'berkeley', 'california', 'remov', 'tanforan', 'assembl', 'center', 'california', 'topaz', 'concentr', 'camp', 'utah', 'famili', 'resettl', 'north', 'platt', 'nebraska', 'father', 'oper', 'flower', 'shop', 'receiv', 'undergradu', 'degre', 'educ', 'sociolog', 'hast', 'colleg', 'nebraska', 'attend', 'mccormick', 'seminari', 'illinoi', 'marri', 'husband', 'frank', 'christ', '1959', 'work', 'teacher', 'school', 'desegreg', 'effort', '1960']"
"Nisei male. Born October 5, 1922, in Bainbridge Island, Washington. Was attending the University of Washington when Japan bombed Pearl Harbor on December 7, 1941. During World War II, was removed to the Manzanar concentration camp, California. Was drafted into the military and served with the Military Intelligence Service.","['nisei', 'male', 'born', 'octob', '5', '1922', 'bainbridg', 'island', 'washington', 'attend', 'univers', 'washington', 'japan', 'bomb', 'pearl', 'harbor', 'decemb', '7', '1941', 'world', 'war', 'ii', 'remov', 'manzanar', 'concentr', 'camp', 'california', 'draft', 'militari', 'serv', 'militari', 'intellig', 'servic']"
"Nisei female. Grew up on Bainbridge Island, Washington. During World War II, removed to the Manzanar concentration camp, California, eventually transferring to the Minidoka concentration camp, Idaho. After leaving camp, returned to Bainbridge Island.","['nisei', 'femal', 'grew', 'bainbridg', 'island', 'washington', 'world', 'war', 'ii', 'remov', 'manzanar', 'concentr', 'camp', 'california', 'eventu', 'transfer', 'minidoka', 'concentr', 'camp', 'idaho', 'leav', 'camp', 'return', 'bainbridg', 'island']"
"White male. Born in 1923. Grew up on Bainbridge Island, Washington. Joined the navy during World War II and eventually returned to Bainbridge.","['white', 'male', 'born', '1923', 'grew', 'bainbridg', 'island', 'washington', 'join', 'navi', 'world', 'war', 'ii', 'eventu', 'return', 'bainbridg']"
"Nisei male. Born November 12, 1931, in San Jose, California. During World War II, removed to Heart Mountain concentration camp, Wyoming. Graduated from the University of California at Berkeley, and served in the military as an intelligence officer in Japan and Korea. Served on the San Jose City Council from 1967 to 1971, and as mayor of San Jose from 1967 to 1971. Served as U.S. Congressman from 1975 to 1995. While in Congress, was integral in the passage of H.R. 442, the Civil Liberties Act of 1988. Served as Secretary of Transportation from 2001 to 2006.","['nisei', 'male', 'born', 'novemb', '12', '1931', 'san', 'jose', 'california', 'world', 'war', 'ii', 'remov', 'heart', 'mountain', 'concentr', 'camp', 'wyom', 'graduat', 'univers', 'california', 'berkeley', 'serv', 'militari', 'intellig', 'offic', 'japan', 'korea', 'serv', 'san', 'jose', 'citi', 'council', '1967', '1971', 'mayor', 'san', 'jose', '1967', '1971', 'serv', 'u', 'congressman', '1975', '1995', 'congress', 'integr', 'passag', 'hr', '442', 'civil', 'liberti', 'act', '1988', 'serv', 'secretari', 'transport', '2001', '2006']"
"Nisei female. Born August 18, 1925 in Tacoma, Washington. Raised in Seattle, Washington, where family operated a grocery store. Attended Washington Grammar School and Garfield High School in Seattle. Following the bombing of Pearl Harbor, father was arrested by the FBI and sent to Missoula internment camp, Montana. Family was removed to Puyallup Assembly Center, Washington, and Minidoka concentration camp, Idaho. In 1943, father decided to repatriate to Japan. The family was transported to Ellis Island detention station to reunite with father and board a repatriation ship, the SS Gripsholm. Transferred to Crystal City internment camp, Texas, after being denied entry on SS Gripsholm. Remained in Crystal City for duration of the war. Resettled to Boyle Heights neighborhood of Los Angeles in 1946.","['nisei', 'femal', 'born', 'august', '18', '1925', 'tacoma', 'washington', 'rais', 'seattl', 'washington', 'famili', 'oper', 'groceri', 'store', 'attend', 'washington', 'grammar', 'school', 'garfield', 'high', 'school', 'seattl', 'follow', 'bomb', 'pearl', 'harbor', 'father', 'arrest', 'fbi', 'sent', 'missoula', 'intern', 'camp', 'montana', 'famili', 'remov', 'puyallup', 'assembl', 'center', 'washington', 'minidoka', 'concentr', 'camp', 'idaho', '1943', 'father', 'decid', 'repatri', 'japan', 'famili', 'transport', 'elli', 'island', 'detent', 'station', 'reunit', 'father', 'board', 'repatri', 'ship', 's', 'gripsholm', 'transfer', 'crystal', 'citi', 'intern', 'camp', 'texa', 'deni', 'entri', 's', 'gripsholm', 'remain', 'crystal', 'citi', 'durat', 'war', 'resettl', 'boyl', 'height', 'neighborhood', 'lo', 'angel', '1946']"
"Nisei male. Born January 11, 1934, in Clovis, New Mexico, where father worked for the Santa Fe Railroad. On January 19, 1942, officials rounded up all of the Japanese Americans in Clovis and removed them from the town without warning in the middle of the night in response to an angry mob of townspeople who were threatening the Japanese Americans. They were taken to an unused former CCC camp, Old Raton Ranch, where they were held under guard until the end of 1942. Mr. Ebihara and his family were then transferred to the Topaz concentration camp, Utah, and then resettled in Cleveland, Ohio. Remained in Ohio and established a successful optometry practice.","['nisei', 'male', 'born', 'januari', '11', '1934', 'clovi', 'new', 'mexico', 'father', 'work', 'santa', 'fe', 'railroad', 'januari', '19', '1942', 'offici', 'round', 'japanes', 'american', 'clovi', 'remov', 'town', 'without', 'warn', 'middl', 'night', 'respons', 'angri', 'mob', 'townspeopl', 'threaten', 'japanes', 'american', 'taken', 'unus', 'former', 'ccc', 'camp', 'old', 'raton', 'ranch', 'held', 'guard', 'end', '1942', 'mr', 'ebihara', 'famili', 'transfer', 'topaz', 'concentr', 'camp', 'utah', 'resettl', 'cleveland', 'ohio', 'remain', 'ohio', 'establish', 'success', 'optometri', 'practic']"
"Nisei male. Born January 13, 1920 in Colusa, California. Raised in Ault, Colorado, where family operated produce and sugar beet farm. Assumed responsibility for farm at age 15 when father suffered debilitating accident. Drafted into Army in 1942. After basic training in Camp Robinson, Arkansas, transferred to Fort Riley, Kansas. Attended second basic training in Camp Shelby, Mississippi, when President Roosevelt activated the 442nd Regimental Combat Team. Severely injured while guarding German POWs in Alabama. After war, moved to South Texas and operated several farms before opening a bowling alley.","['nisei', 'male', 'born', 'januari', '13', '1920', 'colusa', 'california', 'rais', 'ault', 'colorado', 'famili', 'oper', 'produc', 'sugar', 'beet', 'farm', 'assum', 'respons', 'farm', 'age', '15', 'father', 'suffer', 'debilit', 'accid', 'draft', 'armi', '1942', 'basic', 'train', 'camp', 'robinson', 'arkansa', 'transfer', 'fort', 'riley', 'kansa', 'attend', 'second', 'basic', 'train', 'camp', 'shelbi', 'mississippi', 'presid', 'roosevelt', 'activ', '442nd', 'regiment', 'combat', 'team', 'sever', 'injur', 'guard', 'german', 'pow', 'alabama', 'war', 'move', 'south', 'texa', 'oper', 'sever', 'farm', 'open', 'bowl', 'alley']"
"Nisei male. Born August 21, 1939, in  Lawndale, California. Served as National Redress Director of the Japanese American Citizens League (JACL), and was involved in the movement to obtain redress and reparations for Japanese Americans. Founded Tateishi/Shinoda and Associates, a management and public affairs consulting firm. In 1999, became the National Executive Director of the JACL.","['nisei', 'male', 'born', 'august', '21', '1939', 'lawndal', 'california', 'serv', 'nation', 'redress', 'director', 'japanes', 'american', 'citizen', 'leagu', 'jacl', 'involv', 'movement', 'obtain', 'redress', 'repar', 'japanes', 'american', 'found', 'tateishishinoda', 'associ', 'manag', 'public', 'affair', 'consult', 'firm', '1999', 'becam', 'nation', 'execut', 'director', 'jacl']"
"Nisei female. Born October 14, 1916, in Gardena, California. Following the bombing of Pearl Harbor, removed to the Santa Anita Assembly Center, California, and the Jerome concentration camp, Arkansas. In response to the so-called ""loyalty questionnaire,"" transferred to Tule Lake segregation center with family, and expatriated to Japan. Worked in Japan for the U.S. government and a Japanese company. Remained in Japan until the 1980s, and returned to the U.S., eventually settling in Denver, Colorado.","['nisei', 'femal', 'born', 'octob', '14', '1916', 'gardena', 'california', 'follow', 'bomb', 'pearl', 'harbor', 'remov', 'santa', 'anita', 'assembl', 'center', 'california', 'jerom', 'concentr', 'camp', 'arkansa', 'respons', 'socal', 'loyalti', 'questionnair', 'transfer', 'tule', 'lake', 'segreg', 'center', 'famili', 'expatri', 'japan', 'work', 'japan', 'u', 'govern', 'japanes', 'compani', 'remain', 'japan', '1980', 'return', 'u', 'eventu', 'settl', 'denver', 'colorado']"
"Nisei/Sansei female. Born December 14, 1928, in Stockton, California. Father was Issei and mother was Nisei, born in Hawaii. Grew up in Santa Monica, California. During World War II, moved with family to Colorado to avoid mass removal. Remained in Denver, later operating a grocery store and greenhouse business with husband.","['niseisansei', 'femal', 'born', 'decemb', '14', '1928', 'stockton', 'california', 'father', 'issei', 'mother', 'nisei', 'born', 'hawaii', 'grew', 'santa', 'monica', 'california', 'world', 'war', 'ii', 'move', 'famili', 'colorado', 'avoid', 'mass', 'remov', 'remain', 'denver', 'later', 'oper', 'groceri', 'store', 'greenhous', 'busi', 'husband']"
"Nisei female. Born July 25, 1920, in San Juan Bautista, California. Raised in Watsonville, California, and married prior to World War II. During the war, was removed to the Salinas Assembly Center, California, and the Poston concentration camp, Arizona. After leaving camp, returned to Watsonville.","['nisei', 'femal', 'born', 'juli', '25', '1920', 'san', 'juan', 'bautista', 'california', 'rais', 'watsonvil', 'california', 'marri', 'prior', 'world', 'war', 'ii', 'war', 'remov', 'salina', 'assembl', 'center', 'california', 'poston', 'concentr', 'camp', 'arizona', 'leav', 'camp', 'return', 'watsonvil']"
"Nisei male. Born October 25, 1923, in Watsonville, California. Following the bombing of Pearl Harbor, removed to the Salinas Assembly Center, California, and the Poston concentration camp, Arizona. Volunteered for the military out of Poston, and joined the 442nd Regimental Combat Team in Europe as a replacement troop. Following military service, returned to Watsonville.","['nisei', 'male', 'born', 'octob', '25', '1923', 'watsonvil', 'california', 'follow', 'bomb', 'pearl', 'harbor', 'remov', 'salina', 'assembl', 'center', 'california', 'poston', 'concentr', 'camp', 'arizona', 'volunt', 'militari', 'poston', 'join', '442nd', 'regiment', 'combat', 'team', 'europ', 'replac', 'troop', 'follow', 'militari', 'servic', 'return', 'watsonvil']"
"Nisei female. Born November 21, 1921, in Watsonville, California. Grew up in Watsonville, where family operated a truck farm. After the bombing of Pearl Harbor, removed to the Salinas Assembly Center, California, and the Poston concentration camp, Arizona. Lived for a time in Texas while husband served in the military before eventually returning to Watsonville.","['nisei', 'femal', 'born', 'novemb', '21', '1921', 'watsonvil', 'california', 'grew', 'watsonvil', 'famili', 'oper', 'truck', 'farm', 'bomb', 'pearl', 'harbor', 'remov', 'salina', 'assembl', 'center', 'california', 'poston', 'concentr', 'camp', 'arizona', 'live', 'time', 'texa', 'husband', 'serv', 'militari', 'eventu', 'return', 'watsonvil']"
"Nisei male. Born in Watsonville, California, on March 14, 1918. Grew up in Watsonville before being removed to the Salinas Assembly Center, California, and Poston concentration camp, Arizona, during World War II. After the war, returned to Watsonville, establishing a successful farming operation.","['nisei', 'male', 'born', 'watsonvil', 'california', 'march', '14', '1918', 'grew', 'watsonvil', 'remov', 'salina', 'assembl', 'center', 'california', 'poston', 'concentr', 'camp', 'arizona', 'world', 'war', 'ii', 'war', 'return', 'watsonvil', 'establish', 'success', 'farm', 'oper']"
"Nisei female. Born May 20, 1914, in Watsonville, California. Grew up in Watsonville and married before the bombing of Pearl Harbor. During World War II, removed to the Salinas Assembly Center, California, and the Poston concentration camp, Arizona. After leaving camp, lived in Denver for a time before eventually returning to Watsonville.","['nisei', 'femal', 'born', 'may', '20', '1914', 'watsonvil', 'california', 'grew', 'watsonvil', 'marri', 'bomb', 'pearl', 'harbor', 'world', 'war', 'ii', 'remov', 'salina', 'assembl', 'center', 'california', 'poston', 'concentr', 'camp', 'arizona', 'leav', 'camp', 'live', 'denver', 'time', 'eventu', 'return', 'watsonvil']"
"Nisei female. Born September 3, 1911, in Pasadena, California. Grew up in Los Angeles where father operated a successful import/export business with retail stores. Graduated from UCLA, then lived and worked in Japan for a few years. Was married and living in Hawaii in 1941. Witnessed Japanese bomber planes overhead from home in Pearl City on December 7, 1941. After the war, resided in Santa Cruz, California.","['nisei', 'femal', 'born', 'septemb', '3', '1911', 'pasadena', 'california', 'grew', 'lo', 'angel', 'father', 'oper', 'success', 'importexport', 'busi', 'retail', 'store', 'graduat', 'ucla', 'live', 'work', 'japan', 'year', 'marri', 'live', 'hawaii', '1941', 'wit', 'japanes', 'bomber', 'plane', 'overhead', 'home', 'pearl', 'citi', 'decemb', '7', '1941', 'war', 'resid', 'santa', 'cruz', 'california']"
"Nisei female. Born October 3, 1919, in Fresno, California. Grew up in Watsonville, California, helping on family's strawberry farm. After the bombing of Pearl Harbor, was removed to the Salinas Assembly Center and the Tule Lake concentration camp, California. After World War II, returned to Watsonville.","['nisei', 'femal', 'born', 'octob', '3', '1919', 'fresno', 'california', 'grew', 'watsonvil', 'california', 'help', 'famili', 'strawberri', 'farm', 'bomb', 'pearl', 'harbor', 'remov', 'salina', 'assembl', 'center', 'tule', 'lake', 'concentr', 'camp', 'california', 'world', 'war', 'ii', 'return', 'watsonvil']"
"Nisei male. Born September 15, 1935, in Watsonville, California. Grew up in Watsonville before being removed to the Salinas Assembly Center, California, and the Poston concentration camp, Arizona. Following World War II, returned with family to Watsonville and finished school. Became a teacher of U.S. History at Watsonville High School.","['nisei', 'male', 'born', 'septemb', '15', '1935', 'watsonvil', 'california', 'grew', 'watsonvil', 'remov', 'salina', 'assembl', 'center', 'california', 'poston', 'concentr', 'camp', 'arizona', 'follow', 'world', 'war', 'ii', 'return', 'famili', 'watsonvil', 'finish', 'school', 'becam', 'teacher', 'u', 'histori', 'watsonvil', 'high', 'school']"
"Nisei male. Born June 22, 1926, in Oakland, California. Grew up in Oakland and Berkeley, California. After the bombing of Pearl Harbor, removed with family to the Tanforan Assembly Center, California, and Topaz concentration camp, Utah. Signed ""no-no"" on the so-called ""loyalty questionnaire"" in 1943 because of mother's wish to have the family move to Japan. Due to father's health, the family did not go to Japan, but Mr. Hirose was one of very few Nisei to be sent to the Santa Fe Department of Justice internment camp in New Mexico. After being released from Santa Fe, was drafted and served in the U.S. Army in Germany. Moved to Japan in 1950, where he taught at U.S. army schools. Married and raised a son in Japan, living there for thirty-seven years before returning to live in Berkeley, California.","['nisei', 'male', 'born', 'june', '22', '1926', 'oakland', 'california', 'grew', 'oakland', 'berkeley', 'california', 'bomb', 'pearl', 'harbor', 'remov', 'famili', 'tanforan', 'assembl', 'center', 'california', 'topaz', 'concentr', 'camp', 'utah', 'sign', 'nono', 'socal', 'loyalti', 'questionnair', '1943', 'mother', 'wish', 'famili', 'move', 'japan', 'due', 'father', 'health', 'famili', 'go', 'japan', 'mr', 'hiros', 'one', 'nisei', 'sent', 'santa', 'fe', 'depart', 'justic', 'intern', 'camp', 'new', 'mexico', 'releas', 'santa', 'fe', 'draft', 'serv', 'u', 'armi', 'germani', 'move', 'japan', '1950', 'taught', 'u', 'armi', 'school', 'marri', 'rais', 'son', 'japan', 'live', 'thirtyseven', 'year', 'return', 'live', 'berkeley', 'california']"
"Nisei male. Born November 12, 1928, in Oakland, California. Grew up in Oakland before being removed to the Tanforan Assembly Center, California, and the Topaz concentration camp, Utah, during World War II. Returned to Oakland with family and attended the University of California at Berkeley before enlisting in the U.S. Air Force. Established career in the military and served for twenty-one years.","['nisei', 'male', 'born', 'novemb', '12', '1928', 'oakland', 'california', 'grew', 'oakland', 'remov', 'tanforan', 'assembl', 'center', 'california', 'topaz', 'concentr', 'camp', 'utah', 'world', 'war', 'ii', 'return', 'oakland', 'famili', 'attend', 'univers', 'california', 'berkeley', 'enlist', 'u', 'air', 'forc', 'establish', 'career', 'militari', 'serv', 'twentyon', 'year']"
"Nisei female. Born February 27, 1918, in Oakland, California. Grew up in Oakland before being removed to the Tanforan Assembly Center, California, and the Topaz concentration camp, Utah. In Topaz, worked for the War Relocation Authority in the Central Statistics Division. Husband served in the OSS, the Office of Strategic Services. Lived in Japan during the U.S. occupation before eventually returning to Berkeley. Worked for UC Berkeley's International House.","['nisei', 'femal', 'born', 'februari', '27', '1918', 'oakland', 'california', 'grew', 'oakland', 'remov', 'tanforan', 'assembl', 'center', 'california', 'topaz', 'concentr', 'camp', 'utah', 'topaz', 'work', 'war', 'reloc', 'author', 'central', 'statist', 'divis', 'husband', 'serv', 'os', 'offic', 'strateg', 'servic', 'live', 'japan', 'u', 'occup', 'eventu', 'return', 'berkeley', 'work', 'uc', 'berkeley', 'intern', 'hous']"
"Nisei female. Born August 9, 1927, in Petaluma, California. During World War II, removed to the Merced Assembly Center, California, and the Granada concentration camp, Colorado. Following World War II, established career as a teacher in Hawaii and California.","['nisei', 'femal', 'born', 'august', '9', '1927', 'petaluma', 'california', 'world', 'war', 'ii', 'remov', 'merc', 'assembl', 'center', 'california', 'granada', 'concentr', 'camp', 'colorado', 'follow', 'world', 'war', 'ii', 'establish', 'career', 'teacher', 'hawaii', 'california']"
"Nisei male. Born June 4, 1921, in Seattle, Washington. Following the bombing of Pearl Harbor, removed to the Puyallup Assembly Center, Washington, and the Minidoka concentration camp, Idaho. Left camp to attend college in Cincinnati before being drafted. Served in Japan with the Military Intelligence Service, and eventually returned to Seattle.","['nisei', 'male', 'born', 'june', '4', '1921', 'seattl', 'washington', 'follow', 'bomb', 'pearl', 'harbor', 'remov', 'puyallup', 'assembl', 'center', 'washington', 'minidoka', 'concentr', 'camp', 'idaho', 'left', 'camp', 'attend', 'colleg', 'cincinnati', 'draft', 'serv', 'japan', 'militari', 'intellig', 'servic', 'eventu', 'return', 'seattl']"
"Nisei male. Born February 6, 1930, in Seattle, Washington. Following the bombing of Pearl Harbor, was removed to the Puyallup Assembly Center, Washington, and Minidoka concentration camp, Idaho. While in camp, was allowed to leave to attend high school for one year in the nearby town of Eden, Idaho. After leaving camp, Mr. Nishimura moved to Philadelphia, Pennsylvania, where he pursued a successful career in the cable television industry.","['nisei', 'male', 'born', 'februari', '6', '1930', 'seattl', 'washington', 'follow', 'bomb', 'pearl', 'harbor', 'remov', 'puyallup', 'assembl', 'center', 'washington', 'minidoka', 'concentr', 'camp', 'idaho', 'camp', 'allow', 'leav', 'attend', 'high', 'school', 'one', 'year', 'nearbi', 'town', 'eden', 'idaho', 'leav', 'camp', 'mr', 'nishimura', 'move', 'philadelphia', 'pennsylvania', 'pursu', 'success', 'career', 'cabl', 'televis', 'industri']"
"Nisei male. Born August 1, 1933, in Oakland, California. Following the bombing of Pearl Harbor in 1941, moved with family to Reno, Nevada, during the ""voluntary evacuation"" period. Attended the University of Nevada and later worked for an aerospace company.","['nisei', 'male', 'born', 'august', '1', '1933', 'oakland', 'california', 'follow', 'bomb', 'pearl', 'harbor', '1941', 'move', 'famili', 'reno', 'nevada', 'voluntari', 'evacu', 'period', 'attend', 'univers', 'nevada', 'later', 'work', 'aerospac', 'compani']"
"Nisei male. Born June 28, 1925, in Turlock, California. Grew up in the Cortez, California, area. During World War II, was removed to the Merced Assembly Center, California, and Granada (Amache) concentration camp, Colorado. When drafted by the military, refused to report for the preinduction physical, and was tried and jailed for refusing the draft. Served time in the Santa Catalina prison camp, and was pardoned along with other resisters of conscience by President Truman in 1947.","['nisei', 'male', 'born', 'june', '28', '1925', 'turlock', 'california', 'grew', 'cortez', 'california', 'area', 'world', 'war', 'ii', 'remov', 'merc', 'assembl', 'center', 'california', 'granada', 'amach', 'concentr', 'camp', 'colorado', 'draft', 'militari', 'refus', 'report', 'preinduct', 'physic', 'tri', 'jail', 'refus', 'draft', 'serv', 'time', 'santa', 'catalina', 'prison', 'camp', 'pardon', 'along', 'resist', 'conscienc', 'presid', 'truman', '1947']"
"Nisei female. Born November 17, 1922, in Florin, California. Grew up in Florin, where parents operated a farm. Just prior to World War II, attended sewing school in Los Angeles. During the war, removed to the Manzanar concentration camp, California. Married in camp, and moved to Denver, Colorado.","['nisei', 'femal', 'born', 'novemb', '17', '1922', 'florin', 'california', 'grew', 'florin', 'parent', 'oper', 'farm', 'prior', 'world', 'war', 'ii', 'attend', 'sew', 'school', 'lo', 'angel', 'war', 'remov', 'manzanar', 'concentr', 'camp', 'california', 'marri', 'camp', 'move', 'denver', 'colorado']"
"Nisei male. Born December 22, 1925, in Tacoma, Washington. Grew up primarily on Vashon Island, Washington. Removed to the Pinedale Assembly Center and the Tule Lake concentration camp, Washington, later transferring to the Minidoka concentration camp, Idaho. Drafted into the army and served with the Military Intelligence Service. Worked for the U.S. Forest Service and eventually settled in Denver, Colorado.","['nisei', 'male', 'born', 'decemb', '22', '1925', 'tacoma', 'washington', 'grew', 'primarili', 'vashon', 'island', 'washington', 'remov', 'pinedal', 'assembl', 'center', 'tule', 'lake', 'concentr', 'camp', 'washington', 'later', 'transfer', 'minidoka', 'concentr', 'camp', 'idaho', 'draft', 'armi', 'serv', 'militari', 'intellig', 'servic', 'work', 'u', 'forest', 'servic', 'eventu', 'settl', 'denver', 'colorado']"
"White female. Born in 1915 in Texas. Grew up in La Verne, California, where family was active with the Church of the Brethren. During World War II, lived in the Manzanar concentration camp, California, and worked as a teacher there. Along with husband, established a hostel in Chicago, Illinois, for Japanese Americans leaving the camps.","['white', 'femal', 'born', '1915', 'texa', 'grew', 'la', 'vern', 'california', 'famili', 'activ', 'church', 'brother', 'world', 'war', 'ii', 'live', 'manzanar', 'concentr', 'camp', 'california', 'work', 'teacher', 'along', 'husband', 'establish', 'hostel', 'chicago', 'illinoi', 'japanes', 'american', 'leav', 'camp']"
"Nisei male. Born May 20, 1924, in Sacramento, California. Grew up in Sacramento and Menlo Park, California. Following the bombing of Pearl Harbor, removed to the Tanforan Assembly Center, California, and Topaz concentration camp, Utah. While in Topaz, worked for the recreation department organizing a summer camp for kids. Attended Stanford University after leaving camp, and established a career in the aerospace industry.","['nisei', 'male', 'born', 'may', '20', '1924', 'sacramento', 'california', 'grew', 'sacramento', 'menlo', 'park', 'california', 'follow', 'bomb', 'pearl', 'harbor', 'remov', 'tanforan', 'assembl', 'center', 'california', 'topaz', 'concentr', 'camp', 'utah', 'topaz', 'work', 'recreat', 'depart', 'organ', 'summer', 'camp', 'kid', 'attend', 'stanford', 'univers', 'leav', 'camp', 'establish', 'career', 'aerospac', 'industri']"
"Kibei male. Born March 3, 1942, in Los Angeles, California. At only a few months of age, removed to the Manzanar and Tule Lake concentration camps, California. Expatriated to Japan with family during World War II. Grew up in Japan before returning to Los Angeles for high school. Later studied accounting, and became one of the early bilingual Japanese American CPAs in the field.","['kibei', 'male', 'born', 'march', '3', '1942', 'lo', 'angel', 'california', 'month', 'age', 'remov', 'manzanar', 'tule', 'lake', 'concentr', 'camp', 'california', 'expatri', 'japan', 'famili', 'world', 'war', 'ii', 'grew', 'japan', 'return', 'lo', 'angel', 'high', 'school', 'later', 'studi', 'account', 'becam', 'one', 'earli', 'bilingu', 'japanes', 'american', 'cpa', 'field']"
"Nisei male. Born August 22, 1917, in Los Angeles, California. During World War II, removed to the Manzanar concentration camp, California. Worked for a reservoir maintenance crew in camp. Left camp for Reno, Nevada, finding work as an aviation mechanic. Later returned to Los Angeles, establishing a business as an auto mechanic.","['nisei', 'male', 'born', 'august', '22', '1917', 'lo', 'angel', 'california', 'world', 'war', 'ii', 'remov', 'manzanar', 'concentr', 'camp', 'california', 'work', 'reservoir', 'mainten', 'crew', 'camp', 'left', 'camp', 'reno', 'nevada', 'find', 'work', 'aviat', 'mechan', 'later', 'return', 'lo', 'angel', 'establish', 'busi', 'auto', 'mechan']"
"Nisei female. Born February 10, 1921, in Los Angeles, California. Grew up in Santa Monica, California. Married prior to World War II. During the war, removed with husband to the Manzanar concentration camp, California. Left camp for Reno, Nevada, and eventually moved to Los Angeles.","['nisei', 'femal', 'born', 'februari', '10', '1921', 'lo', 'angel', 'california', 'grew', 'santa', 'monica', 'california', 'marri', 'prior', 'world', 'war', 'ii', 'war', 'remov', 'husband', 'manzanar', 'concentr', 'camp', 'california', 'left', 'camp', 'reno', 'nevada', 'eventu', 'move', 'lo', 'angel']"
"Nisei female. Born June 25, 1936. One of four sisters, grew up near Los Angeles, California, where parents ran a nursery business. Following the bombing of Pearl Harbor, removed to the Manzanar concentration camp, California. Following the war, returned to Los Angeles.","['nisei', 'femal', 'born', 'june', '25', '1936', 'one', 'four', 'sister', 'grew', 'near', 'lo', 'angel', 'california', 'parent', 'ran', 'nurseri', 'busi', 'follow', 'bomb', 'pearl', 'harbor', 'remov', 'manzanar', 'concentr', 'camp', 'california', 'follow', 'war', 'return', 'lo', 'angel']"
"Nisei female. Born February 26, 1927. One of four sisters, grew up near Los Angeles, California, where parents ran a nursery business. Following the bombing of Pearl Harbor, removed to the Manzanar concentration camp, California. Following the war, returned to Los Angeles.","['nisei', 'femal', 'born', 'februari', '26', '1927', 'one', 'four', 'sister', 'grew', 'near', 'lo', 'angel', 'california', 'parent', 'ran', 'nurseri', 'busi', 'follow', 'bomb', 'pearl', 'harbor', 'remov', 'manzanar', 'concentr', 'camp', 'california', 'follow', 'war', 'return', 'lo', 'angel']"
"Nisei female. Born January 28, 1930. One of four sisters, grew up near Los Angeles, California, where parents ran a nursery business. Following the bombing of Pearl Harbor, removed to the Manzanar concentration camp, California. Following the war, returned to Los Angeles.","['nisei', 'femal', 'born', 'januari', '28', '1930', 'one', 'four', 'sister', 'grew', 'near', 'lo', 'angel', 'california', 'parent', 'ran', 'nurseri', 'busi', 'follow', 'bomb', 'pearl', 'harbor', 'remov', 'manzanar', 'concentr', 'camp', 'california', 'follow', 'war', 'return', 'lo', 'angel']"
